Partly Cloudy,8.599999999999998,0.84,1018.25
Partly Cloudy,9.649999999999999,0.84,1019.24
Partly Cloudy,12.105555555555554,0.72,1019.83
Partly Cloudy,12.777777777777779,0.71,1020.51
Partly Cloudy,13.81111111111111,0.65,1020.91
Partly Cloudy,16.016666666666666,0.48,1020.6
Partly Cloudy,17.127777777777776,0.47,1020.39
Partly Cloudy,17.144444444444446,0.43,1020.34
Mostly Cloudy,17.77777777777778,0.4,1019.7
Mostly Cloudy,17.77777777777778,0.37,1018.89
Mostly Cloudy,17.805555555555557,0.43,1018.48
Mostly Cloudy,16.15555555555555,0.52,1017.87
Mostly Cloudy,14.049999999999999,0.63,1017.56
Mostly Cloudy,13.08888888888889,0.67,1017.38
Mostly Cloudy,12.288888888888888,0.72,1017.58
Overcast,12.777777777777779,0.66,1017.65
Overcast,12.727777777777776,0.67,1017.36
Overcast,12.266666666666666,0.69,1016.8
Overcast,11.71111111111111,0.71,1016.64
Partly Cloudy,10.82777777777778,0.86,1013.13
Overcast,12.200000000000001,0.59,1014.79
Overcast,12.200000000000001,0.6,1014.25
Overcast,11.688888888888888,0.68,1013.95
Overcast,11.205555555555556,0.77,1013.63
Mostly Cloudy,11.133333333333333,0.77,1013.27
Mostly Cloudy,11.43888888888889,0.77,1013.56
Mostly Cloudy,13.033333333333335,0.81,1012.85
Mostly Cloudy,17.244444444444444,0.62,1012.15
Mostly Cloudy,17.73888888888889,0.53,1011.71
Overcast,17.84444444444445,0.56,1011.28
Mostly Cloudy,18.86111111111111,0.56,1010.99
Overcast,18.666666666666664,0.56,1010.93
Overcast,17.82222222222222,0.56,1010.7
Overcast,17.800000000000004,0.59,1010.52
Mostly Cloudy,17.349999999999998,0.57,1010.69
Mostly Cloudy,16.06666666666667,0.67,1010.86
Mostly Cloudy,14.933333333333334,0.73,1011.14
Mostly Cloudy,13.922222222222224,0.78,1011.64
Mostly Cloudy,12.755555555555556,0.84,1012.02
Mostly Cloudy,12.755555555555556,0.84,1012.21
Mostly Cloudy,12.372222222222225,0.86,1012.33
Mostly Cloudy,11.183333333333334,0.93,1012.6
Mostly Cloudy,11.666666666666666,0.9,1012.8
Partly Cloudy,8.977777777777776,0.95,1012.66
Mostly Cloudy,10.577777777777776,0.93,1012.32
Mostly Cloudy,10.533333333333335,0.89,1012.33
Mostly Cloudy,10.58888888888889,0.87,1012.55
Mostly Cloudy,9.983333333333333,0.89,1012.71
Mostly Cloudy,11.022222222222224,0.86,1013.01
Partly Cloudy,13.538888888888888,0.75,1013.23
Partly Cloudy,13.88888888888889,0.68,1013.31
Partly Cloudy,15.0,0.67,1013.4
Partly Cloudy,17.183333333333334,0.57,1013.27
Mostly Cloudy,16.2,0.62,1013.02
Mostly Cloudy,17.75,0.56,1013.03
Mostly Cloudy,18.40555555555555,0.54,1012.55
Partly Cloudy,17.82222222222222,0.59,1012.03
Partly Cloudy,17.31111111111111,0.57,1011.81
Partly Cloudy,17.505555555555553,0.55,1011.33
Mostly Cloudy,17.266666666666666,0.54,1011.2
Mostly Cloudy,15.13888888888889,0.61,1011.5
Mostly Cloudy,13.25,0.69,1011.76
Partly Cloudy,12.294444444444444,0.72,1012.01
Partly Cloudy,10.699999999999998,0.79,1012.31
Partly Cloudy,9.855555555555558,0.85,1012.51
Partly Cloudy,9.522222222222222,0.88,1012.52
Partly Cloudy,8.405555555555557,0.92,1012.61
Mostly Cloudy,13.011111111111113,0.82,1011.27
Partly Cloudy,7.733333333333334,0.96,1012.54
Partly Cloudy,6.1388888888888875,0.96,1012.44
Partly Cloudy,6.472222222222221,0.95,1012.62
Foggy,6.627777777777777,0.96,1012.75
Clear,8.68888888888889,0.93,1012.96
Partly Cloudy,11.994444444444447,0.81,1013.38
Partly Cloudy,13.766666666666667,0.78,1013.14
Partly Cloudy,15.088888888888887,0.77,1013.33
Partly Cloudy,16.455555555555556,0.68,1013.56
Partly Cloudy,17.31111111111111,0.62,1013.61
Partly Cloudy,17.872222222222224,0.64,1013.11
Partly Cloudy,19.038888888888884,0.47,1012.69
Partly Cloudy,18.977777777777774,0.51,1012.2
Partly Cloudy,19.00555555555555,0.55,1011.7
Mostly Cloudy,19.01111111111111,0.53,1011.4
Mostly Cloudy,17.866666666666664,0.64,1011.32
Mostly Cloudy,17.266666666666666,0.62,1011.23
Mostly Cloudy,16.188888888888886,0.61,1011.5
Mostly Cloudy,14.883333333333333,0.72,1012.05
Mostly Cloudy,14.327777777777776,0.75,1012.15
Overcast,14.511111111111111,0.75,1012.09
Overcast,14.372222222222222,0.75,1011.83
Overcast,14.877777777777778,0.72,1011.45
Foggy,10.405555555555553,0.92,1012.05
Overcast,12.822222222222221,0.83,1011.18
Overcast,12.799999999999999,0.85,1010.07
Overcast,12.82777777777778,0.86,1009.83
Overcast,12.266666666666666,0.85,1009.8
Overcast,12.266666666666666,0.85,1009.99
Mostly Cloudy,12.183333333333334,0.82,1010.21
Overcast,12.17222222222222,0.8,1010.41
Overcast,12.711111111111112,0.83,1010.33
Mostly Cloudy,15.605555555555558,0.78,1010.43
Mostly Cloudy,16.022222222222226,0.78,1010.29
Mostly Cloudy,17.200000000000003,0.67,1010.1
Overcast,17.21666666666667,0.71,1009.96
Mostly Cloudy,17.82777777777778,0.69,1009.86
Mostly Cloudy,17.82777777777778,0.69,1009.47
Partly Cloudy,17.733333333333334,0.69,1009.63
Mostly Cloudy,16.272222222222222,0.71,1009.39
Overcast,13.166666666666668,0.93,1011.07
Overcast,13.255555555555555,0.93,1011.23
Overcast,13.011111111111113,0.93,1011.35
Mostly Cloudy,12.455555555555556,0.91,1011.67
Mostly Cloudy,12.488888888888887,0.9,1011.76
Mostly Cloudy,9.555555555555557,0.8,1015.68
Mostly Cloudy,10.622222222222222,0.79,1015.41
Partly Cloudy,8.722222222222223,0.93,1014.98
Mostly Cloudy,10.533333333333335,0.77,1015.18
Mostly Cloudy,9.444444444444445,0.83,1014.7
Mostly Cloudy,9.888888888888888,0.83,1014.64
Mostly Cloudy,10.366666666666665,0.78,1014.31
Partly Cloudy,8.88888888888889,0.89,1014.63
Partly Cloudy,9.97777777777778,0.84,1014.82
Mostly Cloudy,12.200000000000001,0.73,1014.82
Mostly Cloudy,13.961111111111112,0.67,1015.0
Mostly Cloudy,14.944444444444445,0.67,1014.9
Mostly Cloudy,16.183333333333334,0.71,1014.35
Partly Cloudy,16.366666666666667,0.61,1014.51
Partly Cloudy,17.372222222222224,0.57,1014.32
Partly Cloudy,17.672222222222224,0.51,1013.93
Partly Cloudy,17.72222222222222,0.53,1013.45
Partly Cloudy,16.238888888888887,0.61,1013.43
Mostly Cloudy,14.066666666666666,0.71,1013.58
Partly Cloudy,13.955555555555556,0.76,1013.24
Partly Cloudy,12.288888888888888,0.8,1013.7
Partly Cloudy,10.02222222222222,0.86,1014.14
Partly Cloudy,9.377777777777778,0.86,1014.34
Partly Cloudy,9.416666666666668,0.9,1014.6
Partly Cloudy,11.827777777777776,0.92,1011.68
Foggy,10.761111111111111,0.91,1011.98
Mostly Cloudy,12.155555555555557,0.95,1015.64
Foggy,9.67222222222222,0.94,1012.26
Foggy,8.15,0.94,1012.63
Foggy,10.2,0.95,1012.62
Foggy,10.116666666666667,0.99,1012.85
Foggy,10.16111111111111,0.99,1013.61
Foggy,11.244444444444447,0.98,1013.9
Foggy,12.244444444444444,0.99,1014.31
Overcast,13.91111111111111,0.92,1014.43
Partly Cloudy,15.616666666666667,0.82,1014.73
Partly Cloudy,15.072222222222223,0.86,1014.92
Partly Cloudy,15.072222222222223,0.82,1014.73
Overcast,14.266666666666667,0.87,1014.92
Mostly Cloudy,16.016666666666666,0.81,1014.76
Overcast,15.027777777777779,0.86,1014.37
Overcast,13.944444444444445,0.89,1014.83
Overcast,12.916666666666666,0.95,1015.11
Overcast,12.894444444444446,0.95,1015.14
Overcast,12.399999999999999,0.98,1015.5
Clear,12.266666666666666,0.99,1015.76
Mostly Cloudy,12.222222222222221,0.96,1016.35
Mostly Cloudy,11.25,0.96,1016.38
Mostly Cloudy,11.527777777777779,0.96,1016.43
Foggy,11.538888888888891,0.96,1016.56
Foggy,9.43888888888889,0.96,1017.23
Overcast,11.43888888888889,0.96,1016.17
Overcast,11.394444444444442,0.96,1016.25
Overcast,11.527777777777779,0.96,1016.13
Foggy,11.949999999999998,0.93,1016.17
Foggy,11.972222222222221,1.0,1016.45
Foggy,12.633333333333335,0.96,1016.94
Overcast,12.755555555555556,0.96,1017.06
Overcast,13.844444444444445,0.9,1017.45
Overcast,13.172222222222224,0.94,1017.77
Mostly Cloudy,15.066666666666666,0.86,1017.73
Partly Cloudy,17.244444444444444,0.75,1017.53
Partly Cloudy,16.316666666666666,0.76,1017.31
Partly Cloudy,17.383333333333333,0.74,1016.82
Mostly Cloudy,15.272222222222224,0.76,1016.6
Partly Cloudy,17.45555555555556,0.72,1016.39
Partly Cloudy,16.22222222222222,0.77,1016.33
Partly Cloudy,15.083333333333334,0.82,1016.52
Partly Cloudy,13.994444444444444,0.88,1016.81
Partly Cloudy,12.17222222222222,0.92,1017.34
Foggy,11.08888888888889,0.95,1017.54
Foggy,11.094444444444443,0.95,1017.43
Foggy,9.883333333333333,0.96,1017.65
Clear,9.355555555555558,0.96,1017.56
Clear,9.86111111111111,0.96,1016.16
Foggy,8.272222222222222,0.99,1017.16
Foggy,8.866666666666667,0.96,1017.15
Foggy,8.816666666666666,0.96,1017.28
Foggy,7.155555555555556,1.0,1017.15
Foggy,8.850000000000001,0.99,1017.36
Foggy,11.177777777777777,0.93,1017.7
Mostly Cloudy,12.388888888888888,0.98,1017.72
Mostly Cloudy,14.144444444444446,0.88,1017.82
Partly Cloudy,17.1,0.72,1017.77
Partly Cloudy,18.93888888888889,0.64,1017.3
Partly Cloudy,17.916666666666668,0.68,1016.9
Partly Cloudy,19.983333333333334,0.53,1016.4
Partly Cloudy,20.07222222222222,0.62,1015.9
Partly Cloudy,20.07222222222222,0.56,1015.29
Partly Cloudy,20.083333333333336,0.58,1014.9
Partly Cloudy,19.08888888888889,0.63,1014.68
Partly Cloudy,17.45,0.62,1014.78
Partly Cloudy,15.56666666666667,0.74,1015.04
Clear,12.494444444444447,0.91,1015.51
Clear,12.244444444444444,0.89,1015.72
Clear,11.416666666666664,0.92,1015.79
Clear,10.555555555555555,0.95,1015.83
Clear,10.466666666666669,0.93,1015.95
Partly Cloudy,10.250000000000002,0.95,1017.13
Clear,9.355555555555558,0.96,1015.82
Foggy,8.311111111111112,0.96,1015.82
Foggy,8.81111111111111,0.96,1015.89
Foggy,8.733333333333333,0.93,1015.83
Partly Cloudy,11.93333333333333,0.93,1016.12
Partly Cloudy,14.516666666666667,0.84,1016.23
Partly Cloudy,18.733333333333334,0.68,1016.23
Partly Cloudy,20.02777777777778,0.6,1016.38
Partly Cloudy,21.03888888888889,0.55,1016.66
Partly Cloudy,20.738888888888887,0.46,1016.58
Partly Cloudy,22.31666666666667,0.48,1016.27
Partly Cloudy,22.11111111111111,0.5,1015.96
Partly Cloudy,22.733333333333334,0.38,1015.34
Partly Cloudy,22.77777777777778,0.37,1014.7
Partly Cloudy,21.216666666666665,0.41,1015.2
Partly Cloudy,20.18333333333333,0.45,1014.87
Partly Cloudy,18.011111111111113,0.68,1014.78
Partly Cloudy,17.422222222222224,0.65,1015.54
Partly Cloudy,13.961111111111112,0.82,1016.01
Partly Cloudy,13.28888888888889,0.89,1016.52
Partly Cloudy,12.322222222222223,0.89,1016.96
Partly Cloudy,11.116666666666665,0.95,1017.04
Partly Cloudy,10.533333333333335,0.95,1017.33
Clear,12.383333333333333,0.8,1019.59
Partly Cloudy,9.86111111111111,0.96,1017.25
Partly Cloudy,8.872222222222222,0.95,1017.42
Partly Cloudy,8.672222222222222,0.94,1017.74
Foggy,7.688888888888891,1.0,1018.13
Clear,10.911111111111111,0.99,1018.62
Clear,14.83888888888889,0.82,1019.08
Clear,18.8,0.65,1019.11
Clear,21.094444444444445,0.49,1019.5
Partly Cloudy,22.027777777777782,0.49,1019.86
Partly Cloudy,22.82777777777778,0.47,1019.79
Partly Cloudy,22.916666666666668,0.37,1019.47
Partly Cloudy,23.916666666666668,0.37,1019.25
Partly Cloudy,23.911111111111115,0.4,1018.89
Partly Cloudy,23.93333333333333,0.37,1018.6
Partly Cloudy,23.916666666666668,0.32,1018.67
Partly Cloudy,22.82222222222222,0.44,1018.59
Partly Cloudy,21.227777777777774,0.48,1018.67
Partly Cloudy,19.07777777777778,0.51,1019.22
Partly Cloudy,17.061111111111114,0.63,1019.88
Clear,14.905555555555553,0.72,1019.91
Clear,13.083333333333332,0.87,1020.02
Clear,12.711111111111112,0.89,1020.11
Clear,12.127777777777776,0.89,1020.12
Clear,11.81111111111111,0.84,1018.38
Clear,12.016666666666667,0.8,1019.91
Clear,12.044444444444444,0.8,1020.03
Partly Cloudy,10.627777777777778,0.86,1020.39
Clear,9.911111111111113,0.99,1020.6
Mostly Cloudy,12.555555555555555,0.9,1020.81
Partly Cloudy,15.005555555555553,0.78,1021.01
Partly Cloudy,17.33888888888889,0.74,1020.94
Partly Cloudy,19.099999999999998,0.67,1020.66
Partly Cloudy,21.261111111111106,0.57,1020.53
Partly Cloudy,22.41111111111111,0.54,1020.16
Mostly Cloudy,22.938888888888894,0.5,1019.95
Mostly Cloudy,23.927777777777774,0.47,1019.43
Mostly Cloudy,23.96111111111111,0.47,1018.97
Mostly Cloudy,23.96111111111111,0.38,1018.28
Mostly Cloudy,23.111111111111107,0.42,1017.97
Mostly Cloudy,22.82222222222222,0.44,1017.68
Mostly Cloudy,21.11111111111111,0.47,1017.89
Mostly Cloudy,18.188888888888886,0.58,1017.96
Mostly Cloudy,16.016666666666666,0.72,1018.31
Partly Cloudy,15.466666666666669,0.72,1018.6
Partly Cloudy,14.605555555555554,0.76,1018.65
Clear,13.311111111111112,0.82,1018.44
Clear,12.733333333333334,0.83,1018.23
Partly Cloudy,13.788888888888888,0.77,1014.58
Partly Cloudy,10.577777777777776,0.88,1018.11
Partly Cloudy,10.483333333333333,0.92,1017.73
Partly Cloudy,10.288888888888891,0.91,1017.7
Clear,9.972222222222223,0.92,1017.62
Mostly Cloudy,13.638888888888888,0.9,1017.54
Mostly Cloudy,16.73888888888889,0.74,1017.7
Mostly Cloudy,18.83888888888889,0.65,1017.78
Mostly Cloudy,21.16111111111111,0.59,1017.3
Mostly Cloudy,22.58888888888889,0.53,1017.19
Mostly Cloudy,22.89444444444444,0.48,1016.68
Mostly Cloudy,24.00555555555555,0.47,1016.08
Mostly Cloudy,24.00555555555555,0.35,1015.62
Mostly Cloudy,23.977777777777774,0.44,1014.86
Mostly Cloudy,25.04444444444444,0.32,1013.97
Mostly Cloudy,24.07777777777778,0.35,1013.39
Mostly Cloudy,22.38333333333334,0.45,1013.18
Mostly Cloudy,21.20555555555556,0.52,1013.21
Mostly Cloudy,18.261111111111113,0.62,1013.75
Mostly Cloudy,17.200000000000003,0.67,1014.13
Partly Cloudy,15.994444444444444,0.75,1014.13
Clear,15.961111111111109,0.79,1014.06
Mostly Cloudy,15.444444444444445,0.72,1013.92
Partly Cloudy,14.372222222222222,0.75,1013.82
Mostly Cloudy,13.605555555555558,0.9,1012.67
Partly Cloudy,12.822222222222221,0.82,1013.04
Partly Cloudy,12.750000000000002,0.83,1013.03
Partly Cloudy,11.416666666666664,0.92,1012.98
Partly Cloudy,12.333333333333336,0.86,1012.83
Mostly Cloudy,14.905555555555553,0.78,1013.03
Mostly Cloudy,15.894444444444446,0.74,1013.13
Mostly Cloudy,17.227777777777774,0.72,1013.13
Mostly Cloudy,17.82777777777778,0.73,1013.1
Mostly Cloudy,17.916666666666668,0.72,1013.17
Mostly Cloudy,19.055555555555557,0.67,1013.0
Mostly Cloudy,20.144444444444446,0.67,1012.69
Mostly Cloudy,20.26111111111111,0.62,1012.54
Mostly Cloudy,21.20555555555556,0.62,1011.87
Overcast,21.255555555555556,0.67,1011.19
Overcast,20.233333333333334,0.66,1011.17
Overcast,19.07777777777778,0.71,1011.08
Mostly Cloudy,17.944444444444443,0.77,1011.28
Mostly Cloudy,15.494444444444444,0.82,1012.08
Mostly Cloudy,14.144444444444446,0.89,1012.64
Mostly Cloudy,14.538888888888891,0.86,1012.79
Mostly Cloudy,14.138888888888891,0.86,1012.79
Mostly Cloudy,13.399999999999999,0.9,1012.56
Mostly Cloudy,13.427777777777779,0.9,1012.8
Partly Cloudy,11.588888888888889,0.74,1009.9
Mostly Cloudy,14.422222222222224,0.83,1011.91
Mostly Cloudy,13.916666666666664,0.86,1011.72
Mostly Cloudy,13.399999999999999,0.9,1011.51
Overcast,13.866666666666667,0.9,1011.51
Mostly Cloudy,14.905555555555553,0.84,1011.6
Mostly Cloudy,15.933333333333334,0.74,1011.59
Mostly Cloudy,17.127777777777776,0.65,1011.41
Mostly Cloudy,18.75,0.58,1011.2
Mostly Cloudy,18.96111111111111,0.6,1011.25
Mostly Cloudy,19.994444444444444,0.54,1010.98
Mostly Cloudy,21.11111111111111,0.5,1010.48
Mostly Cloudy,21.094444444444445,0.46,1010.24
Partly Cloudy,21.17777777777778,0.43,1009.55
Partly Cloudy,21.227777777777774,0.41,1009.04
Partly Cloudy,20.100000000000005,0.45,1008.55
Mostly Cloudy,19.02777777777778,0.51,1008.17
Mostly Cloudy,17.849999999999998,0.59,1008.46
Mostly Cloudy,16.261111111111113,0.66,1008.94
Partly Cloudy,14.983333333333333,0.72,1009.55
Mostly Cloudy,14.466666666666665,0.65,1009.57
Partly Cloudy,13.944444444444445,0.6,1009.53
Partly Cloudy,12.316666666666668,0.65,1009.56
Partly Cloudy,11.761111111111113,0.66,1009.47
Mostly Cloudy,10.82777777777778,0.62,1011.18
Partly Cloudy,10.13888888888889,0.73,1009.25
Partly Cloudy,10.627777777777778,0.71,1008.87
Partly Cloudy,10.605555555555558,0.69,1008.82
Mostly Cloudy,10.072222222222223,0.71,1008.84
Mostly Cloudy,11.161111111111113,0.71,1009.07
Partly Cloudy,12.888888888888891,0.67,1009.23
Clear,15.050000000000002,0.6,1009.25
Mostly Cloudy,15.16111111111111,0.59,1009.44
Mostly Cloudy,16.272222222222222,0.56,1009.76
Mostly Cloudy,17.800000000000004,0.46,1009.34
Mostly Cloudy,17.938888888888894,0.46,1009.14
Mostly Cloudy,18.855555555555554,0.41,1009.01
Mostly Cloudy,17.988888888888887,0.43,1008.83
Mostly Cloudy,17.96111111111111,0.51,1008.43
Mostly Cloudy,17.36111111111111,0.47,1008.7
Mostly Cloudy,16.25,0.52,1009.03
Mostly Cloudy,14.122222222222224,0.47,1009.42
Mostly Cloudy,12.950000000000001,0.55,1010.18
Mostly Cloudy,12.244444444444444,0.52,1010.85
Mostly Cloudy,11.688888888888888,0.57,1011.08
Mostly Cloudy,11.155555555555555,0.59,1011.22
Partly Cloudy,9.216666666666669,0.9,1014.24
Partly Cloudy,8.683333333333334,0.9,1014.73
Mostly Cloudy,9.188888888888888,0.77,1013.46
Partly Cloudy,8.594444444444443,0.93,1014.81
Partly Cloudy,7.505555555555554,0.93,1014.35
Partly Cloudy,6.216666666666665,0.95,1014.42
Foggy,5.855555555555555,0.93,1014.35
Clear,5.933333333333334,1.0,1014.55
Clear,10.405555555555553,1.0,1014.91
Partly Cloudy,12.544444444444444,0.78,1014.44
Partly Cloudy,13.861111111111112,0.77,1014.52
Partly Cloudy,15.977777777777776,0.63,1014.75
Partly Cloudy,17.266666666666666,0.57,1014.41
Partly Cloudy,17.84444444444445,0.5,1014.02
Partly Cloudy,16.427777777777777,0.54,1013.55
Partly Cloudy,17.77777777777778,0.46,1013.02
Partly Cloudy,17.84444444444445,0.45,1011.95
Partly Cloudy,17.299999999999997,0.5,1012.11
Partly Cloudy,15.18333333333333,0.65,1012.13
Mostly Cloudy,13.005555555555553,0.7,1012.52
Mostly Cloudy,12.694444444444445,0.74,1013.08
Partly Cloudy,12.194444444444446,0.72,1013.35
Partly Cloudy,12.083333333333334,0.71,1013.19
Partly Cloudy,10.616666666666667,0.74,1013.54
Mostly Cloudy,11.600000000000001,0.57,1011.68
Mostly Cloudy,11.022222222222224,0.6,1011.79
Mostly Cloudy,11.88888888888889,0.6,1013.76
Mostly Cloudy,10.416666666666666,0.64,1011.39
Mostly Cloudy,10.299999999999999,0.67,1011.42
